Client version: not initialize
User hash: not initialize
DeviceId hash: not initialize
User gcm token: not initialize
Device params - OS Version: 7.1.1;  Device: Huawei google Nexus 6P ,Build Fingerprint: google/angler/angler:7.1.1/N4F26I/3532671:user/release-keys
01-19 15:28:30.409  4400     1 D Workspace AppManager.::setPasscodeNeeded: AppManager is setting passcode needed to = true
01-19 15:28:30.410  4400     1 D Workspace SecureStorage.testPasscodeTestKey: called
01-19 15:28:30.414  4400     1 D Workspace SecureStorage.getFromConfigurationFile: Decrypt value is null for key=test_configuration.
01-19 15:28:30.415  4400     1 D Workspace SecureStorage.getString: Failed to get value for key: test_configuration
01-19 15:28:30.417  4400     1 I Workspace AppFramework.isApplicationProtectedByPasscode: Application is protected by passcode.
01-19 15:28:30.419  4400     1 W Workspace SiteManager.Debug:[ getActiveSite - @305 ] SiteList - not null, ActiveSite - null
01-19 15:28:30.634  4400   650 D Workspace SessionManager.tryGW(): start
01-19 15:28:30.640  4400   650 D Workspace SessionManager.tryGW(): creating connection
01-19 15:28:30.647  4400     1 D SecMsg SecureMessagingController.init()
01-19 15:28:30.648  4400     1 D SecMsg SecureMessagingController.init() 1
01-19 15:28:30.649  4400   650 D Infrastructure NetworkUtils.forgeReferrer: Cannot get site's hash.
01-19 15:28:30.650  4400     1 D SecMsg SecureMessagingController.init() done
01-19 15:28:30.650  4400   650 V Infrastructure CommunicationManager.checkMultiPortalPrefixStatus: Verifying multi portal prefix
01-19 15:28:30.651  4400     1 I AppInfra CpCleaner.init()
01-19 15:28:30.651  4400   650 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:28:30.652  4400   650 V Infrastructure CPConnection.prepareConnection: Preparing connection 
01-19 15:28:30.652  4400   650 D Infrastructure CPConnection.prepareConnection: SSL reset: false BC mode: false
01-19 15:28:30.656  4400   650 D Infrastructure CPConnection.getSocketFactory: Regular mode to: _cpmobile/MobileHello
01-19 15:28:30.658  4400   650 D Infrastructure CPTrustManager.<init>
01-19 15:28:30.658  4400   658 D Workspace AppManager.Debug:[ call - @731 ] [runInitTasksAsync()] - Start
01-19 15:28:30.844  4400   658 D Workspace AppManager.Debug:[ call - @735 ] [runInitTasksAsync()] - setBaseActivityActionsExecute
01-19 15:28:30.846  4400   658 I Workspace OsHelper.getROMManufacturer: ROM manufacturer is google
01-19 15:28:30.848  4400     1 D Workspace AppManager.Debug:[ onCreate - @389 ] onCreate(): SQLiteDatabase.loadLibs
01-19 15:28:30.849  4400   658 D Workspace AppManager.Debug:[ call - @737 ] [runInitTasksAsync()] - OsHelper.setROMManufacturer
01-19 15:28:30.850  4400     1 D SecMsg SecureMessagingController.INIT_CONTROLLER_OBSERVABLE: libs loaded = true site_and_key ready= false
01-19 15:28:30.852  4400   658 D Workspace AppManager.Debug:[ call - @739 ] [runInitTasksAsync()] - CPGoogleAnalytics.initRootChecker
01-19 15:28:30.852  4400   650 V Infrastructure CPConnection.prepareConnection: Creating URL: https://172.24.11.149/_cpmobile/MobileHello
01-19 15:28:30.853  4400     1 D Workspace AppManager.Debug:[ onCreate - @391 ] onCreate(): SecureMessagingController.readyToLoadDbs()
01-19 15:28:30.854  4400   658 D Workspace AppManager.Debug:[ call - @741 ] [runInitTasksAsync()] - AppHelper.cleanTempDir
01-19 15:28:30.854  4400   650 V Infrastructure CPConnection.prepareConnection: Starting connection...	Connect timeout=30000, read timeout=30000
01-19 15:28:30.856  4400     1 D Dashboard DashboardModule.init()
01-19 15:28:30.857  4400   658 D Workspace AppManager.Debug:[ call - @743 ] [runInitTasksAsync()] - initChromiumParams()
01-19 15:28:30.859  4400     1 D Workspace AppManager.onCreate: Application finished
01-19 15:28:30.861  4400   650 V Infrastructure CPConnection.startSyncConnection: Request properties: 
Cookie=[___fnbDropDownState=1;  CheckCookieSupport=1;  CTXSession= ]; X-CPCVPN-MobileAgent=[App] 
01-19 15:28:30.871  4400   658 I Workspace AppHelper.registerDeviceWithGCM: Google Play Services status: SUCCESS
01-19 15:28:30.872  4400     1 I Workspace AppActivityLifecycleHandler.onActivityCreated( CPMobile, Activity HashCode: 77713694, Task ID: 213, null ) CREATED.
01-19 15:28:30.874  4400   658 D Workspace SecureStorage.getString: Failed to get value for key: registration_id
01-19 15:28:30.874  4400     1 I Workspace AppActivityLifecycleHandler.checkIfPasscodeIsNeeded( CPMobile, configurationChange = false ):
01-19 15:28:30.875  4400   658 V Workspace AppHelper.getRegistrationId: Registration not found.
01-19 15:28:30.875  4400     1 D Workspace AppManager.::isPasscodeNeeded: Passcode is needed = true
01-19 15:28:30.877  4400     1 D Workspace AppFramework.shouldAskForPasscode: Passcode was not entered in the past.
01-19 15:28:30.879  4400   658 D Workspace AppManager.Debug:[ call - @745 ] [runInitTasksAsync()] - AppHelper.registerDeviceWithGCM
01-19 15:28:30.883  4400   658 D Workspace AppManager.Debug:[ call - @747 ] [runInitTasksAsync()] - registerActivityLifecycleCallbacks
01-19 15:28:30.892  4400   662 D Workspace SecureStorage.testPasscodeTestKey: called
01-19 15:28:30.896  4400   658 D Infrastructure CleanupManager.cleanOldProcessByExPid: found com.CheckPoint.SSLVpn:sdservice
01-19 15:28:30.903  4400   658 V Infrastructure CleanupManager.cleanOldProcessByExPidfound 0 process with same UID
01-19 15:28:30.917  4400   662 D Workspace SecureStorage.getFromConfigurationFile: Decrypt value is null for key=test_configuration.
01-19 15:28:30.926  4400   662 D Workspace SecureStorage.getString: Failed to get value for key: test_configuration
01-19 15:28:30.928  4400   662 I Workspace AppFramework.isApplicationProtectedByPasscode: Application is protected by passcode.
01-19 15:28:30.931  4400   662 D Workspace AppFramework.shouldAskForPasscode: Passcode was not entered in the past.
01-19 15:28:30.933  4400   662 D Workspace SessionManager.startStateMachine(): state = UNKNOWN
01-19 15:28:30.936  4400   650 V Infrastructure CPConnection.MyHostnameVerifier::verify: Session: eadfa10c78cbdc49, hostname = 172.24.11.149
01-19 15:28:30.937  4400   662 D Workspace SecureStorage.testPasscodeTestKey: called
01-19 15:28:30.939  4400   650 V Infrastructure CPConnection.MyHostnameVerifier::verify: Session: eadfa10c78cbdc49, hostname = 172.24.11.149
01-19 15:28:30.950  4400   662 D Workspace SecureStorage.getFromConfigurationFile: Decrypt value is null for key=test_configuration.
01-19 15:28:30.953  4400   662 D Workspace SecureStorage.getString: Failed to get value for key: test_configuration
01-19 15:28:30.957  4400   662 I Workspace AppFramework.isApplicationProtectedByPasscode: Application is protected by passcode.
01-19 15:28:30.956  4400   656 E AppInfra SQLiteOpenHelper.startOpening mParallelDBOpening = 1
01-19 15:28:30.961  4400   662 D Workspace AppFramework.shouldAskForPasscode: Passcode was not entered in the past.
01-19 15:28:30.965  4400   662 D Workspace AppManager.::setPasscodeNeeded: SessionManager is setting passcode needed to = true
01-19 15:28:30.968  4400   662 D Workspace SecureStorage.testPasscodeTestKey: called
01-19 15:28:30.972  4400   658 V Infrastructure CleanupManager.killProcessesByExPidfound 0 process with same UID
01-19 15:28:30.977  4400   658 V Infrastructure CleanupManager.cleanOldProcessesByNamefound 0 process with name = logcat
01-19 15:28:30.978  4400   662 D Workspace SecureStorage.getFromConfigurationFile: Decrypt value is null for key=test_configuration.
01-19 15:28:30.980  4400   662 D Workspace SecureStorage.getString: Failed to get value for key: test_configuration
01-19 15:28:30.982  4400   662 I Workspace AppFramework.isApplicationProtectedByPasscode: Application is protected by passcode.
01-19 15:28:30.985  4400   662 W Workspace SiteManager.Debug:[ getActiveSite - @305 ] SiteList - not null, ActiveSite - null
01-19 15:28:30.987  4400   662 D Workspace AppFramework.shouldAskForPasscode: Passcode was not entered in the past.
01-19 15:28:30.989  4400   662 D Workspace SessionManager.keyRetrievalFlow(): already running
01-19 15:28:31.009  4400   658 V Infrastructure CleanupManager.killProcessesByNamefound 0 process with name = logcat
01-19 15:28:31.010  4400   650 V Infrastructure CPConnection.startSyncConnection: Got http status: 200
01-19 15:28:31.011  4400   658 D Workspace AppManager.Debug:[ call - @749 ] [runInitTasksAsync()] - cleanOldProcceses()
01-19 15:28:31.014  4400   658 D Workspace AppManager.Debug:[ call - @751 ] [runInitTasksAsync()] - initTrackerLogManager()
01-19 15:28:31.015  4400   650 V Infrastructure CPConnection.getHeaderFields: called
01-19 15:28:31.029  4400   658 D Workspace AppManager.Debug:[ call - @753 ] [runInitTasksAsync()] - initSurveyTimeInPrefs()
01-19 15:28:31.031  4400   658 I Infrastructure FileExpansionManager.startDownloadServiceIfRequired: Debuggable or full build.
01-19 15:28:31.049  4400   658 D Workspace AppManager.Debug:[ call - @755 ] [runInitTasksAsync()] - FileExpansionManager.startDownloadServiceIfRequired()
01-19 15:28:31.056  4400   658 D Workspace AppManager.Debug:[ call - @759 ] [runInitTasksAsync()] - K9.init
01-19 15:28:31.059  4400   658 D Workspace AppManager.Debug:[ call - @761 ] [runInitTasksAsync()] - RepositoryController.init()
01-19 15:28:31.065  4400   658 D Workspace AppManager.Debug:[ call - @763 ] [runInitTasksAsync()] - DocsController.initDocs()
01-19 15:28:31.068  4400   658 D Workspace AppManager.Debug:[ call - @765 ] [runInitTasksAsync()] - End
01-19 15:28:31.111  4400   650 V Infrastructure CPConnection.startSyncConnection: Received all input:
{"mobilePortal":"\/sslvpn\/","status":"Success","errorMessage":"","gatewayFeatures":["REMOTE_WIPE","PUSH_NOTIFICATIONS","CALENDAR_SYNC","CHAT",""]}
01-19 15:28:31.115  4400   650 W Infrastructure GeneralSingleton.isOnline  - mNetworkState null!
01-19 15:28:31.117  4400   650 V Infrastructure CommunicationManager.checkBaseURLPrefixStatus: Verifying base url prefix
01-19 15:28:31.120  4400   650 D Infrastructure NetworkUtils.forgeReferrer: Cannot get site's hash.
01-19 15:28:31.127  4400   650 V Infrastructure RALogUtil.getPhysicalIP: found IP = 172.24.12.224
01-19 15:28:31.129  4400   650 V Infrastructure RALogUtil.getPhysicalIP: IP after manipulation = 172.24.12.224
01-19 15:28:31.131  4400   650 V Infrastructure CPConnection.setRequestMethod: called
01-19 15:28:31.133  4400   650 V Infrastructure CPConnection.prepareConnection: Preparing connection 
01-19 15:28:31.139  4400   650 V Infrastructure CPConnection.prepareConnection: Creating URL: https://172.24.11.149/sslvpn/Login/MobileAppURLPrefix
01-19 15:28:31.142  4400   650 V Infrastructure CPConnection.prepareConnection: Starting connection...	Connect timeout=30000, read timeout=30000
01-19 15:28:31.151  4400   650 V Infrastructure CPConnection.startSyncConnection: Request properties: 
Connection=[Close]; Content-Type=[application/x-www-form-urlencoded]; Cookie=[___fnbDropDownState=1;  CheckCookieSupport=1;  CTXSession=; CVPNPSESSION=3526cec0a8b8237e55abcec9a58beae1 ]; Referer=[https://172.24.11.149/sslvpn/]; X-CPCVPN-MobileAgent=[App] 
01-19 15:28:31.162  4400     1 I Workspace AppActivityLifecycleHandler.onActivityStarted( CPMobile, Activity HashCode: 77713694, Task ID: 213 ) STARTED!
01-19 15:28:31.167  4400   650 V Infrastructure CPConnection.startSyncConnection: Sending: 
clientVersion=7.1.04.debug&clientType=Android&deviceId=7ebb3698-f2f5-430e-8220-8f7cede404a7&deviceModel=Nexus 6P&osVersion=7.1.1&longitude=null&latitude=null&client_logging_data=( :client_logging_data (
:os_name ("Android")
:os_version ("7.1.1")
:device_id ("7ebb3698-f2f5-430e-8220-8f7cede404a7")
:client_name ("Capsule Workspace")
:client_ver ("7.1.04.debug")
:client_build_number ("debug")
:device_type ("Nexus 6P")
:mac_address ("98:e7:f5:f3:75:f7")
:physical_ip ("172.24.12.224")
) )
01-19 15:28:31.193  4400     1 W Workspace SiteManager.Debug:[ getActiveSite - @305 ] SiteList - not null, ActiveSite - null
01-19 15:28:31.195  4400   650 V Infrastructure CPConnection.startSyncConnection: Got http status: 200
01-19 15:28:31.196  4400     1 W Workspace SiteManager.Debug:[ getActiveSite - @305 ] SiteList - not null, ActiveSite - null
01-19 15:28:31.199  4400   650 V Infrastructure CPConnection.getHeaderFields: called
01-19 15:28:31.199  4400     1 W Workspace SiteManager.Debug:[ getActiveSite - @305 ] SiteList - not null, ActiveSite - null
01-19 15:28:31.217  4400     1 I Workspace AppActivityLifecycleHandler.onActivityResumed( CPMobile, Activity HashCode: 77713694, Task ID: 213 ) RESUMED.
01-19 15:28:31.220  4400     1 D Workspace UIManager.setCurrentActivity: Setting current activity to: CPMobile
01-19 15:28:31.222  4400     1 D Workspace AppActivityLifecycleHandler.onActivityResumed: Active activities: 1
01-19 15:28:31.225  4400     1 W Workspace SiteManager.Debug:[ getActiveSite - @305 ] SiteList - not null, ActiveSite - null
01-19 15:28:31.227  4400     1 W Workspace AlarmCenter.descheduleAlarm: failed to find a pending intent for alarm id = 3003
01-19 15:28:31.229  4400     1 D Workspace AppManager.::isPasscodeNeeded: Passcode is needed = true
01-19 15:28:31.231  4400     1 D Workspace AppFramework.shouldAskForPasscode: Passcode was not entered in the past.
01-19 15:28:31.234  4400     1 W Workspace SiteManager.Debug:[ getActiveSite - @305 ] SiteList - not null, ActiveSite - null
01-19 15:28:31.236  4400     1 D Workspace CpCleanerCallbackHandler.CleanerService - Site is not active, not performing Cleanup
01-19 15:28:31.239  4400     1 D Workspace CPMobile.Debug:[ onResume - @62 ] mActionDelay=false
01-19 15:28:31.240  4400   650 V Infrastructure CPConnection.startSyncConnection: Received all input:
{"url_prefix":"\/MobileApp\/","app_version_status":"Version is up to date","os_version_status":"Version is up to date","required_os_version":"2.1","required_app_version":"1.0","encryption_modulus":***,"encryption_exponent":***,"encryption_pem":***,"gateway_default_cert_pem":"MIIDcTCCAlmgAwIBAgICEgswDQYJKoZIhvcNAQEFBQAwHDEaMBgGA1UEChMRZ3ct\r\nYWYzN2YzLi5pamdjYncwHhcNMTYxMjI4MTQ1MTAzWhcNMjExMjI4MTQ1MTAzWjBA\r\nMRowGAYDVQQKExFndy1hZjM3ZjMuLmlqZ2NidzEiMCAGA1UEAxMZZ3ctYWYzN2Yz\r\nIFZQTiBDZXJ0aWZpY2F0ZTCCASIwDQYJKoZIhvcNAQEBBQADggEPADCCAQoCggEB\r\nANYeJGpVAEO1CcEjZOsXX3IbZGfWJE5TmoNTbEcqwHJ5ttJ7aFG2lLpv28QCNt4o\r\nrjEZc0MSp9D4OWBJn6Iw3lZ8wzHBCh7WqHE6SN8D7AaG7J7byjMIt3XiQaA0m+JE\r\nss0n5VdOmBRh5JEqtpVfQMN3r\/n9uwf3GCpkmastbgjkw8WGPTnitDdQ\/1F10PNs\r\nx4NtMMIuV+McBEnxOl2KWn2i01REgV5ocI5rBx1v7zz7ta+aff4AbOtSd0J5ks+Y\r\nZn8YCEw57MJdwnfQFiDajJOjzRrFSK+Rch2iDW8YydyIn4Trsjv1aL0JENh00a9F\r\nYrPznA93m46SaQCpE7\/dtzcCAwEAAaOBmDCBlTBnBgNVHR8EYDBeMFygWqBYhiNo\r\ndHRwOi8vZ3ctYWYzN2YzOjE4MjY0L0lDQV9DUkwxLmNybKQxMC8xGjAYBgNVBAoT\r\nEWd3LWFmMzdmMy4uaWpnY2J3MREwDwYDVQQDDAhJQ0FfQ1JMMTAMBgNVHRMEBTAD\r\nAQEAMA8GA1UdEQQIMAaHBKwYC5UwCwYDVR0PBAQDAgWgMA0GCSqGSIb3DQEBBQUA\r\nA4IBAQAtKG\/TcSS5PIhdqP+KwUYgJ1SvPvWIzNdcVXh2btl\/Hd3iOYB0BPSn9vJn\r\nki0qjfHKmvSPQFMnrPx9EB+R+qik6tf2VO2olnV42VGEkX+T0wtSx3OswQrCdce8\r\nJE472df7aff2OVZeIBDEYR43jQItUSk8BKnatPLoC+pHguhWea03RgZ033P6OheJ\r\nP5WQuGOq5WQVEqDm8gL2DGpT\/7shNBTn3WVMOgmCvBH8wuW24zgBdjfMzb5hrVud\r\ns9MwZ0SzPjRm2VhbIn0n+ogliSHoy9T7GS+qIbszm\/JfJF1qCWOpH9kKUZZl3TS1\r\n+g7YRJigYp3VA5n258+RJaMRmMlw\r\n","status":"Success","errorMessage":""}
01-19 15:28:31.257  4400   650 V Infrastructure CommunicationManager.handleBaseURLResponsesuccessfully created RSA Key from modulus+exponent
01-19 15:28:31.267  4400     1 D Workspace SDServiceConnector.onServiceConnected: >>>>>>>>>>>>> connected to service
01-19 15:28:31.268  4400   650 V Infrastructure CPConnection.prepareConnection: Preparing connection 
01-19 15:28:31.272  4400     1 V Workspace CPMobileService.In CPMobileService.onCreate(): XXXX   Started    XXXX
01-19 15:28:31.276  4400   650 V Infrastructure CPConnection.prepareConnection: Creating URL: https://172.24.11.149/sslvpn/MobileApp/Portal/ValStorage
01-19 15:28:31.278  4400   650 V Infrastructure CPConnection.prepareConnection: Starting connection...	Connect timeout=30000, read timeout=30000
01-19 15:28:31.286  4400   650 V Infrastructure CPConnection.startSyncConnection: Request properties: 
Content-Type=[application/x-www-form-urlencoded]; Cookie=[CVPNPSESSION=3526cec0a8b8237e55abcec9a58beae1;  CPCVPN_BASE_HOST=172.24.11.149; CPCVPN_OBSCURE_KEY=467793817; CPCVPN_SESSION_ID=1528718602 ]; Referer=[https://172.24.11.149]; X-CPCVPN-MobileAgent=[App] 
01-19 15:28:31.300  4400     1 V Infrastructure ErrorCenter.registerNetworkErrorListenerRegistering listener: NetworkManager
01-19 15:28:31.301  4400     1 V Infrastructure ErrorCenter.registerNetworkConnectivityListenerRegistering listener:NetworkManager
